x y groupName
0.5422 -2.4667 cluster_0
1.4440 0.6280 cluster_2
-1.0006 1.2779 cluster_1
0.3144 -1.5434 cluster_0
-0.7188 1.7353 cluster_1
1.0668 0.2262 cluster_2
4.3163 0.0983 cluster_2
-1.0756 0.6368 cluster_1
-1.2025 -2.9436 cluster_0
-2.2295 3.0660 cluster_1
-0.3988 -2.4595 cluster_0
1.3469 3.9217 cluster_2
-0.7031 -2.6701 cluster_0
0.6204 -0.9398 cluster_0
0.5409 4.5167 cluster_1
-1.8793 1.0316 cluster_1
1.6201 -1.2456 cluster_2
1.0581 2.2258 cluster_2
1.7102 2.1942 cluster_2
1.7120 2.3024 cluster_2
3.1514 3.1132 cluster_2
2.5043 -0.1361 cluster_2
1.0604 2.4714 cluster_2
1.3844 -2.6269 cluster_0
-2.0858 -2.6365 cluster_0
3.6603 -1.6941 cluster_2
0.0328 -1.2194 cluster_0
-0.4436 -1.7007 cluster_0
3.6712 -0.1754 cluster_2
0.5929 -0.3851 cluster_2
4.2160 1.4833 cluster_2
1.1937 -2.4885 cluster_0
-2.3772 -0.6607 cluster_0
0.5412 0.9776 cluster_2
-1.9951 0.0352 cluster_1
1.1309 3.0772 cluster_2
-3.3571 2.0529 cluster_1
0.4239 2.3816 cluster_1
4.3852 0.0955 cluster_2
2.1283 1.3343 cluster_2
-3.6136 1.1218 cluster_1
4.8326 0.2234 cluster_2
-0.6280 0.4730 cluster_1
1.1835 -1.1512 cluster_2
0.1974 -0.2546 cluster_2
-3.3986 -1.3751 cluster_0
0.8610 1.7250 cluster_2
0.1972 -0.9216 cluster_0
-1.9636 4.3176 cluster_1
-3.4458 -0.7053 cluster_0
2.2025 0.5684 cluster_2
1.2022 -1.5974 cluster_0
-0.6148 -3.4966 cluster_0
-0.3752 2.5897 cluster_1
1.9285 -0.8705 cluster_2
-0.0807 -2.5893 cluster_0
1.6090 1.2129 cluster_2
1.7807 0.7702 cluster_2
-1.9875 -1.1487 cluster_0
2.6100 -3.5448 cluster_0
-0.4024 0.1251 cluster_1
1.9456 0.8090 cluster_2
0.8739 0.6047 cluster_2
-2.4194 0.7428 cluster_1
2.8897 -0.0605 cluster_2
0.5836 0.0426 cluster_2
1.3371 -2.1929 cluster_0
-1.2470 3.0236 cluster_1
-0.0810 1.9356 cluster_1
0.9408 0.6427 cluster_2
-0.5688 0.9068 cluster_1
2.6089 -1.0209 cluster_2
-3.4281 0.8098 cluster_1
-2.2453 -4.2642 cluster_0
3.1089 1.0692 cluster_2
-0.8779 -0.0505 cluster_1
0.8510 2.4113 cluster_2
-1.2213 -2.9847 cluster_0
4.3117 -0.7605 cluster_2
0.8912 0.4569 cluster_2
-4.7397 -0.5288 cluster_1
2.4285 0.1306 cluster_2
-2.7214 2.5608 cluster_1
-1.1735 0.8044 cluster_1
2.4382 -3.5588 cluster_0
1.2489 1.6410 cluster_2
2.7833 2.2834 cluster_2
0.0574 1.2975 cluster_1
-3.7807 2.0725 cluster_1
1.0623 -0.5092 cluster_2
0.3796 1.8094 cluster_1
-2.4747 -1.1381 cluster_0
0.7044 3.2724 cluster_1
2.2692 -2.3186 cluster_2
2.0587 0.2089 cluster_2
0.1075 -1.2209 cluster_0
-4.8407 0.5229 cluster_1
-3.0292 2.1881 cluster_1
-0.5854 -1.2742 cluster_0
4.3513 0.2450 cluster_2
2.5677 3.5294 cluster_2
1.0151 3.1858 cluster_2
1.0300 -0.3205 cluster_2
-0.4882 3.3150 cluster_1
-2.1657 -1.9754 cluster_0
2.5680 -1.7471 cluster_2
-1.0743 -0.9428 cluster_0
-2.2581 -1.7867 cluster_0
1.0182 2.3560 cluster_2
4.8528 0.1652 cluster_2
-0.7103 -1.1058 cluster_0
0.1026 0.9740 cluster_1
3.1432 -1.9450 cluster_2
2.1919 -1.4649 cluster_2
1.8656 2.2312 cluster_2
-1.1397 -0.8399 cluster_0
-0.6929 -2.1232 cluster_0
-0.2300 2.2240 cluster_1
-0.9186 -0.7018 cluster_0
-1.9049 2.5568 cluster_1
-3.5419 -1.9379 cluster_0
1.8437 -0.1216 cluster_2
0.5822 -1.4033 cluster_0
0.2364 -2.2295 cluster_0
-4.6537 0.6488 cluster_1
-3.0575 -1.1387 cluster_0
1.4767 0.8654 cluster_2
4.0781 0.9913 cluster_2
0.1622 1.8920 cluster_1
2.7040 -1.5081 cluster_2
-1.9930 1.3569 cluster_1
-2.0167 -0.0588 cluster_1
-3.2235 -1.9774 cluster_0
-2.8497 -1.3895 cluster_0
0.2502 1.2073 cluster_1
-0.2875 -1.1217 cluster_0
3.1962 0.2892 cluster_2
1.9239 0.8864 cluster_2
0.6491 0.1923 cluster_2
-1.5636 4.0746 cluster_1
3.2772 0.1113 cluster_2
-2.2181 -4.1444 cluster_0
1.0323 0.3443 cluster_2
4.8854 -1.0507 cluster_2
-2.2851 0.0328 cluster_1
-1.5423 4.8488 cluster_1
-1.1245 -2.6999 cluster_0
1.9518 -1.8002 cluster_2
-2.6815 -2.4648 cluster_0
2.4029 2.5881 cluster_2
1.7944 2.4077 cluster_2
0.4445 2.1788 cluster_1
-3.7147 -2.0172 cluster_0
-0.2622 1.8152 cluster_1
-3.8461 1.4951 cluster_1
3.2011 0.5759 cluster_2
1.7116 1.6603 cluster_2
0.2379 2.6926 cluster_1
1.5948 1.3544 cluster_2
-0.2818 -2.4202 cluster_0
-3.1621 -1.9055 cluster_0
-3.2573 -2.3587 cluster_0
2.5704 -0.5537 cluster_2
-1.7006 -3.6209 cluster_0
-1.9341 -2.2489 cluster_0
0.5579 4.5898 cluster_1
-0.8610 -2.6673 cluster_0
-1.7388 2.5298 cluster_1
-1.9425 -0.0897 cluster_1
2.2766 1.2349 cluster_2
0.9243 0.8903 cluster_2
-3.0310 -0.4549 cluster_1
3.1806 -1.9327 cluster_2
-1.7820 -4.8746 cluster_0
-0.6984 0.0879 cluster_1
1.0750 -4.4429 cluster_0
-1.7736 1.8697 cluster_1
2.4511 -1.0352 cluster_2
0.7113 -0.8480 cluster_2
-1.3269 -1.4371 cluster_0
-2.2324 0.5982 cluster_1
